one,two,index,text,raw_text,start_time,end_time,speaker_id,speaker_name
3,115,115,I let the kids go in.,I let the kids go in.,695.23,696.65,0,Peggy Myers
3,116,116,"I let them do some free build time, and then I show them what the competition is going to be, and I direct them to the instructional website, and they watch the videos and they build on their own.","I let them do some free build time, and then I show them what the competition is going to be, and I direct them to the instructional website, and they watch the videos and they build on their own.",696.72,709.134,0,Peggy Myers
3,117,117,"Usually, if they're coming up with problems, I redirect them back and point them to a group that's successful.","Usually, if they're coming up with problems, I redirect them back and point them to a group that's successful.",709.332,717.73,0,Peggy Myers
3,118,118,"So I guess I don't have a lesson that failed because I'm not teaching it in a traditional, teacher centered lesson environment.","So I guess I don't have a lesson that failed because I'm not teaching it in a traditional, teacher centered lesson environment.",718.47,729.794,0,Peggy Myers
3,119,119,It's all about the kids.,It's all about the kids.,729.922,731.142,0,Peggy Myers
3,120,120,"And if the kids want to if the classroom goes off of the lesson plan, I let them.","And if the kids want to if the classroom goes off of the lesson plan, I let them.",731.196,738.214,0,Peggy Myers
3,121,121,It's an elective.,It's an elective.,738.412,739.362,0,Peggy Myers
3,122,122,"I think that's kind of the point of all of this, is let the kids be creative, and the ideas that they come up with are going to be better than the ones that I was trying to direct them to.","I think that's kind of the point of all of this, is let the kids be creative, and the ideas that they come up with are going to be better than the ones that I was trying to direct them to.",739.426,750.46,0,Peggy Myers
3,123,123,So thank you very much for participating with our survey.,So thank you very much for participating with our survey.,754.29,756.954,1,JM
3,124,124,"We, of course, are not going to share any of your information with anyone.","We, of course, are not going to share any of your information with anyone.",757.002,760.382,1,JM
3,125,125,We will keep everything confidential.,We will keep everything confidential.,760.436,762.346,1,JM
3,126,126,We just want to use this for our internal purposes to make our products better for you.,We just want to use this for our internal purposes to make our products better for you.,762.458,767.054,1,JM
3,127,127,"Thank you for your participation at the Veteran Products Educators Conference, and thank you for everything that you are doing.","Thank you for your participation at the Veteran Products Educators Conference, and thank you for everything that you are doing.",767.252,773.44,1,JM
3,128,128,We all right.,We all right.,774.61,777.24,0,Peggy Myers
3,129,129,Thank you.,Thank you.,777.77,778.422,1,JM
3,130,130,Yeah.,Yeah.,778.476,778.58,1,JM
4,0,0,Okay.,Okay.,0.57,0.974,0,Chris Collins
4,1,1,I'm Chris Collins.,I'm Chris Collins.,1.092,2.51,0,Chris Collins
4,2,2,"I've been teaching robotics, or specifically Vex IQ for about six years, exclusively Vex IQ.","I've been teaching robotics, or specifically Vex IQ for about six years, exclusively Vex IQ.",3.25,13.47,0,Chris Collins
4,3,3,"Next year, I'm going to get into the Vex Go, and most of my teaching career, I've been a fourth grade teacher, but this year was my first year as a GT specialist.","Next year, I'm going to get into the Vex Go, and most of my teaching career, I've been a fourth grade teacher, but this year was my first year as a GT specialist.",14.45,28.786,0,Chris Collins
4,4,4,"And so I'm excited about getting into the Vex Go, and even more excited getting one, two, three and trying to find ways that I can not just have it on me, but have it on the teachers to participate and to get this into their classrooms.","And so I'm excited about getting into the Vex Go, and even more excited getting one, two, three and trying to find ways that I can not just have it on me, but have it on the teachers to participate and to get this into their classrooms.",28.978,52.19,0,Chris Collins
4,5,5,"All right, next question.","All right, next question.",55.65,56.878,1,
4,6,6,Thank you for information about yourself.,Thank you for information about yourself.,56.964,58.59,1,
4,7,7,Really appreciate that.,Really appreciate that.,58.66,60.014,1,
4,8,8,What are your goals with Stem or computer science education?,What are your goals with Stem or computer science education?,60.132,63.47,1,
4,9,9,"Again, if you're just getting started with Vex or you've been doing Vex for a while, do you want to continue your program?","Again, if you're just getting started with Vex or you've been doing Vex for a while, do you want to continue your program?",63.62,69.73,1,
4,10,10,Do you want to expand what you're doing with your program?,Do you want to expand what you're doing with your program?,69.8,72.002,1,
4,11,11,"Maybe you're in the classroom, and you want to go to competitions, maybe doing competitions.","Maybe you're in the classroom, and you want to go to competitions, maybe doing competitions.",72.136,75.726,1,
4,12,12,"You want to go back in the classroom, or maybe you're just thinking about implementing Stem, and you want to implement Stem with that.","You want to go back in the classroom, or maybe you're just thinking about implementing Stem, and you want to implement Stem with that.",75.758,82.934,1,
4,13,13,Tell us what your goals are with Stem education.,Tell us what your goals are with Stem education.,83.052,86.12,1,
4,14,14,"My goals are to become more to do more of the go in the one, two, three, and to also push it into the classrooms.","My goals are to become more to do more of the go in the one, two, three, and to also push it into the classrooms.",88.41,102.19,0,Chris Collins
4,15,15,"I need more training on it, for sure.","I need more training on it, for sure.",106.05,108.56,0,Chris Collins
4,16,16,"And then once I've gotten the training and I feel very comfortable with it, I will try to push into teachers classes and help them implement it in the classroom using multiple parts of the curriculum, multiple subjects.","And then once I've gotten the training and I feel very comfortable with it, I will try to push into teachers classes and help them implement it in the classroom using multiple parts of the curriculum, multiple subjects.",109.25,130.066,0,Chris Collins
4,17,17,"So that's my goal, to become a bigger Stem campus than we are right now.","So that's my goal, to become a bigger Stem campus than we are right now.",130.258,137.24,0,Chris Collins
4,18,18,"Okay, great.","Okay, great.",139.29,140.07,1,
4,19,19,"Now that we know what your goals are with Stem education, tell us what you feel some of the impediments might be.","Now that we know what your goals are with Stem education, tell us what you feel some of the impediments might be.",140.14,145.914,1,
4,20,20,What is in the way of you achieving your goals in Stem education?,What is in the way of you achieving your goals in Stem education?,146.032,149.674,1,
4,21,21,Is it teacher training?,Is it teacher training?,149.792,151.498,1,
4,22,22,Do you need more professional development?,Do you need more professional development?,151.584,153.654,1,
4,23,23,You need to learn more about something like Python coding or you want to be better at engineering?,You need to learn more about something like Python coding or you want to be better at engineering?,153.702,158.922,1,
4,24,24,"What is it that you feel if you learned or you did or you received professional development on, or if we created a resource for you could really take what you are doing to the next level?","What is it that you feel if you learned or you did or you received professional development on, or if we created a resource for you could really take what you are doing to the next level?",159.066,169.7,1,
4,25,25,"Well, definitely obstacle is resources, getting money to finance, getting more equipment.","Well, definitely obstacle is resources, getting money to finance, getting more equipment.",170.55,180.23,0,Chris Collins
4,26,26,"There's only so much the district will supply me with, and it's a very slow process, and I'd like for it to be faster.","There's only so much the district will supply me with, and it's a very slow process, and I'd like for it to be faster.",181.13,190.01,0,Chris Collins
4,27,27,I definitely would like more professional development.,I definitely would like more professional development.,190.43,193.494,0,Chris Collins
4,28,28,"And being here, I think being part of PD Plus finally, I think will help out a lot.","And being here, I think being part of PD Plus finally, I think will help out a lot.",193.542,200.494,0,Chris Collins
4,29,29,"I'm going to use a lot of the resources for PD Plus online and try to use that to get better at coding, get better at engineering.","I'm going to use a lot of the resources for PD Plus online and try to use that to get better at coding, get better at engineering.",200.532,210.51,0,Chris Collins
4,30,30,"Until now, I've had a hard time trying to find out how to troubleshoot.","Until now, I've had a hard time trying to find out how to troubleshoot.",213.59,219.57,0,Chris Collins
4,31,31,I've kind of troubleshooted troubleshooting.,I've kind of troubleshooted troubleshooting.,219.91,224.142,0,Chris Collins
4,32,32,"For the most part, it's trial and error.","For the most part, it's trial and error.",224.286,227.646,0,Chris Collins
4,33,33,Why is this not working.,Why is this not working.,227.758,229.022,0,Chris Collins
4,34,34,"Well, let's try this.","Well, let's try this.",229.096,229.974,0,Chris Collins
4,35,35,"And I'll sit there, and it takes up a lot of time when you don't know what you're doing, why the brain is acting this way.","And I'll sit there, and it takes up a lot of time when you don't know what you're doing, why the brain is acting this way.",230.012,237.458,0,Chris Collins
4,36,36,Why is this happening?,Why is this happening?,237.564,239.482,0,Chris Collins
4,37,37,Why isn't this working?,Why isn't this working?,239.616,241.66,0,Chris Collins
4,38,38,Stuff like that.,Stuff like that.,243.55,244.394,0,Chris Collins
4,39,39,"And the programming, we've been very reluctant to do the autonomous part, the coding, because I just don't have that experience.","And the programming, we've been very reluctant to do the autonomous part, the coding, because I just don't have that experience.",244.432,256.56,0,Chris Collins
4,40,40,Okay.,Okay.,258.69,259.198,1,
4,41,41,This question is kind of related to the question I just asked.,This question is kind of related to the question I just asked.,259.284,262.302,1,
4,42,42,"If you could change one thing about either Vex or your Stem implementation, what would make your life easier as an educator, what could we provide for you that could really make what you're doing with Stem a lot easier than what you are currently doing right now?","If you could change one thing about either Vex or your Stem implementation, what would make your life easier as an educator, what could we provide for you that could really make what you're doing with Stem a lot easier than what you are currently doing right now?",262.436,278.982,1,
4,43,43,"Let us know that, please.","Let us know that, please.",279.116,280.47,1,
4,44,44,We would love to be able to provide that for you.,We would love to be able to provide that for you.,280.54,282.92,1,
4,45,45,Lesson plans.,Lesson plans.,287.55,289.05,0,Chris Collins
4,46,46,And I know you all do have something like that online.,And I know you all do have something like that online.,289.39,293.26,0,Chris Collins
4,47,47,"I haven't dabbled in it yet, but definitely lesson plans that have multiple disciplines, especially when you're pairing math and science together or reading and writing together, because that's usually how our teachers are blocked.","I haven't dabbled in it yet, but definitely lesson plans that have multiple disciplines, especially when you're pairing math and science together or reading and writing together, because that's usually how our teachers are blocked.",294.59,314.27,0,Chris Collins
4,48,48,A math teacher is not going to want to sit there and use it for one particular thing I see that the teachers want.,A math teacher is not going to want to sit there and use it for one particular thing I see that the teachers want.,314.93,325.64,0,Chris Collins
4,49,49,How can we double dip?,How can we double dip?,328.17,331.122,0,Chris Collins
4,50,50,How can we kill two birds with 1 st?,How can we kill two birds with 1 st?,331.186,334.31,0,Chris Collins
4,51,51,"So, more lessons, making the brains a little bit easier for the kids to deal with.","So, more lessons, making the brains a little bit easier for the kids to deal with.",335.05,347.42,0,Chris Collins
4,52,52,I have all the old first generation of brains.,I have all the old first generation of brains.,352.29,355.95,0,Chris Collins
4,53,53,We have 1 second generation.,We have 1 second generation.,359.41,361.546,0,Chris Collins
4,54,54,And I do see the difference in the interface on the brain.,And I do see the difference in the interface on the brain.,361.658,367.73,0,Chris Collins
4,55,55,That is a big help.,That is a big help.,368.15,370.34,0,Chris Collins
4,56,56,Further explanation.,Further explanation.,374.07,375.57,0,Chris Collins
4,57,57,"Before I came to this convention, I did see that there are some videos explaining a few things here and there, some of the sensors and whatnot.","Before I came to this convention, I did see that there are some videos explaining a few things here and there, some of the sensors and whatnot.",376.33,389.41,0,Chris Collins
4,58,58,That's good.,That's good.,389.57,390.6,0,Chris Collins
4,59,59,"Just more information, more ways for me to get teachers in the classroom excited.","Just more information, more ways for me to get teachers in the classroom excited.",391.77,401.93,0,Chris Collins
4,60,60,I'm not a classroom teacher.,I'm not a classroom teacher.,402.01,403.866,0,Chris Collins
4,61,61,I'm a teacher that I pull out and my kids and I teach robotics as an after school thing.,I'm a teacher that I pull out and my kids and I teach robotics as an after school thing.,403.898,412.88,0,Chris Collins
4,62,62,That's one thing I need to know a little bit more about.,That's one thing I need to know a little bit more about.,413.81,418.402,0,Chris Collins
4,63,63,"How am I going to do one, two, three, and go.","How am I going to do one, two, three, and go.",418.456,420.74,0,Chris Collins
4,64,64,Is it going to be after school thing?,Is it going to be after school thing?,422.31,424.066,0,Chris Collins
4,65,65,"I personally think it should be just woven into the curriculum, but we're working on that.","I personally think it should be just woven into the curriculum, but we're working on that.",424.168,434.2,0,Chris Collins
4,66,66,"All right, thank you for information.","All right, thank you for information.",435.37,436.886,1,
4,67,67,That's wonderful.,That's wonderful.,436.988,437.906,1,
4,68,68,Is there anything else that you want to share with us?,Is there anything else that you want to share with us?,438.018,440.934,1,
4,69,69,"Anything that you want to share with us that you think, again, would be valuable feedback that we can take with us back to our offices.","Anything that you want to share with us that you think, again, would be valuable feedback that we can take with us back to our offices.",440.972,448.246,1,
4,70,70,"And again, use your feedback to make any of our platforms or Vex Code VR or Vex Professional plus that much better for you.","And again, use your feedback to make any of our platforms or Vex Code VR or Vex Professional plus that much better for you.",448.278,456.142,1,
4,71,71,So take this question again and just wax poetic about anything that you would like.,So take this question again and just wax poetic about anything that you would like.,456.196,460.814,1,
4,72,72,Be honest with us.,Be honest with us.,460.932,461.854,1,
4,73,73,Be really honest.,Be really honest.,461.892,462.766,1,
4,74,74,Don't be afraid to tell us that something that we have is terrible.,Don't be afraid to tell us that something that we have is terrible.,462.868,465.418,1,
4,75,75,"Be honest with us and let us know what it is that we can do to improve or if there is something that you really love, you can let us know that.","Be honest with us and let us know what it is that we can do to improve or if there is something that you really love, you can let us know that.",465.514,473.474,1,
4,76,76,Also.,Also.,473.512,474.1,1,
4,77,77,"I like for there to be a program to where you can I mean, I have kits, but they are older kits, and I'm missing little pieces here and there.","I like for there to be a program to where you can I mean, I have kits, but they are older kits, and I'm missing little pieces here and there.",478.09,489.082,0,Chris Collins
4,78,78,I don't want to have to buy a whole giant set just to get new brains.,I don't want to have to buy a whole giant set just to get new brains.,489.136,497.05,0,Chris Collins
4,79,79,"Or, you know, I would like I would like an option to where you can buy new pieces that you all may have that I won't have to buy a giant kit for.","Or, you know, I would like I would like an option to where you can buy new pieces that you all may have that I won't have to buy a giant kit for.",497.63,514.74,0,Chris Collins
4,80,80,"I feel like Vex go, I've kind of dabbled a little bit with it.","I feel like Vex go, I've kind of dabbled a little bit with it.",517.11,526.038,0,Chris Collins
4,81,81,I haven't used it with kids yet.,I haven't used it with kids yet.,526.204,528.102,0,Chris Collins
4,82,82,"Like I said, I just got it and I feel like there should be more parts to it.","Like I said, I just got it and I feel like there should be more parts to it.",528.156,536.262,0,Chris Collins
4,83,83,"More pieces, like maybe supplemental pieces that I could add.","More pieces, like maybe supplemental pieces that I could add.",536.396,541.34,0,Chris Collins
4,84,84,And maybe this is I don't know.,And maybe this is I don't know.,544.27,548.46,0,Chris Collins
4,85,85,"Like I said, I haven't tried it quite yet with kids.","Like I said, I haven't tried it quite yet with kids.",549.07,553.6,0,Chris Collins
4,86,86,I'm still kind of playing around with it just to get a good feel of it.,I'm still kind of playing around with it just to get a good feel of it.,554.69,562.08,0,Chris Collins
4,87,87,I don't understand why I need so much of a foam packaging.,I don't understand why I need so much of a foam packaging.,563.33,568.45,0,Chris Collins
4,88,88,"I mean, it comes in pretty handy cases as it is.","I mean, it comes in pretty handy cases as it is.",570.23,573.7,0,Chris Collins
4,89,89,I feel like that money for the padded bags probably could have gone for maybe a cheaper kit.,I feel like that money for the padded bags probably could have gone for maybe a cheaper kit.,574.23,587.27,0,Chris Collins
4,90,90,So I don't think the carrying cases are necessary.,So I don't think the carrying cases are necessary.,589.37,593.77,0,Chris Collins
4,91,91,One of my favorite parts about this job is I get to travel the world and talk to educators all the time.,One of my favorite parts about this job is I get to travel the world and talk to educators all the time.,596.19,601.882,1,
4,92,92,And I love hearing about the success stories with Vex Robotics.,And I love hearing about the success stories with Vex Robotics.,601.936,606.266,1,
4,93,93,"Whether it's a parent talking about how their student now is so much more engaged in school as a result of Vex, or a student talking about how much they love engineering now or how much they love computer science.","Whether it's a parent talking about how their student now is so much more engaged in school as a result of Vex, or a student talking about how much they love engineering now or how much they love computer science.",606.298,617.406,1,
4,94,94,"If you have any of those success stories, whether it's about competitions, classrooms, or books, we would love to hear that.","If you have any of those success stories, whether it's about competitions, classrooms, or books, we would love to hear that.",617.518,624.674,1,
4,95,95,So please share that with us.,So please share that with us.,624.712,626.5,1,
4,96,96,"Well, like I said, I've been teaching it for six years now, and I have had kids in my first group who are still doing robotics, and they have come back and told me that they appreciate me.","Well, like I said, I've been teaching it for six years now, and I have had kids in my first group who are still doing robotics, and they have come back and told me that they appreciate me.",628.65,646.938,0,Chris Collins
4,97,97,It was me that got them started on the path that they are on.,It was me that got them started on the path that they are on.,647.024,650.59,0,Chris Collins
4,98,98,So that's definitely rewarding.,So that's definitely rewarding.,650.66,652.954,0,Chris Collins
4,99,99,It's great to hear that.,It's great to hear that.,653.082,654.462,0,Chris Collins
4,100,100,I always love getting feedback from old students.,I always love getting feedback from old students.,654.516,657.68,0,Chris Collins
4,101,101,"So to hear that, it's great, it's awesome.","So to hear that, it's great, it's awesome.",659.73,663.68,0,Chris Collins
4,102,102,And hopefully I can expand our program and get more of those stories.,And hopefully I can expand our program and get more of those stories.,664.05,672.21,0,Chris Collins
4,103,103,"Okay, this is one of my favorite questions to ask educators.","Okay, this is one of my favorite questions to ask educators.",673.91,676.926,1,
4,104,104,"And again, please be honest.","And again, please be honest.",676.958,678.53,1,
4,105,105,Don't be shy.,Don't be shy.,678.68,679.666,1,
4,106,106,Tell me about that one lesson with facts that went terrible.,Tell me about that one lesson with facts that went terrible.,679.778,683.298,1,
4,107,107,Tell me about that one lesson.,Tell me about that one lesson.,683.394,684.786,1,
4,108,108,You couldn't wait to walk into school and teach this particular lesson and it just went bad.,You couldn't wait to walk into school and teach this particular lesson and it just went bad.,684.818,689.542,1,
4,109,109,It fell flat.,It fell flat.,689.596,690.486,1,
4,110,110,It didn't work out.,It didn't work out.,690.518,691.226,1,
4,111,111,For whatever reason.,For whatever reason.,691.248,691.962,1,
4,112,112,We would love to know why so we can fix that particular lesson.,We would love to know why so we can fix that particular lesson.,692.016,696.022,1,
4,113,113,"Now, as a corollary to that, you can either conclude this or as an or let us know about that one student or that group of students that you were not able to reach with.","Now, as a corollary to that, you can either conclude this or as an or let us know about that one student or that group of students that you were not able to reach with.",696.086,707.982,1,
4,114,114,"Becks you thought that after the exposure to your robotics club or to your classroom effect, that these students would want to go on and pursue engineering careers or computer science or just really kind of be engaged with it, but for whatever reason, it didn't work out.","Becks you thought that after the exposure to your robotics club or to your classroom effect, that these students would want to go on and pursue engineering careers or computer science or just really kind of be engaged with it, but for whatever reason, it didn't work out.",708.036,722.466,1,
4,115,115,We would love to hear that.,We would love to hear that.,722.568,724.1,1,
4,116,116,I don't really teach it as a lesson for Veg's IQ.,I don't really teach it as a lesson for Veg's IQ.,727.51,732.87,0,Chris Collins
4,117,117,It's more after school.,It's more after school.,733.21,735.08,0,Chris Collins
4,118,118,We talk a little bit about the engineering notebook and the process you go through to create a robot.,We talk a little bit about the engineering notebook and the process you go through to create a robot.,735.93,748.038,0,Chris Collins
4,119,119,But I don't really have lessons.,But I don't really have lessons.,748.134,750.89,0,Chris Collins
4,120,120,"I do find a lot of the kids, and I'm hoping that go in one, two, three will help this.","I do find a lot of the kids, and I'm hoping that go in one, two, three will help this.",754.43,759.36,0,Chris Collins
4,121,121,"But when the kids come to me in fourth and fifth grade, they very clueless.","But when the kids come to me in fourth and fifth grade, they very clueless.",759.73,767.054,0,Chris Collins
4,122,122,"They'll come up with ideas that have nothing to do with the competition or that won't help, because they're still learning how to put the parts together and still kind of getting familiar with all of it.","They'll come up with ideas that have nothing to do with the competition or that won't help, because they're still learning how to put the parts together and still kind of getting familiar with all of it.",767.102,782.44,0,Chris Collins
4,123,123,But I think that's why I was pushing for Vex Go so much.,But I think that's why I was pushing for Vex Go so much.,783.69,789.42,0,Chris Collins
4,124,124,I was hoping that using Vex Go would help me get more qualified kids to go to IQ.,I was hoping that using Vex Go would help me get more qualified kids to go to IQ.,792.51,799.13,0,Chris Collins
4,125,125,Then they can go on from there into middle school.,Then they can go on from there into middle school.,799.89,803.36,0,Chris Collins
4,126,126,"So I don't really have any bad lessons, so I guess that's probably how I can't help with that one.","So I don't really have any bad lessons, so I guess that's probably how I can't help with that one.",805.49,816.08,0,Chris Collins
4,127,127,So thank you very much for participating with our survey.,So thank you very much for participating with our survey.,820.37,823.114,1,
4,128,128,"We, of course, are not going to share of your information with anyone.","We, of course, are not going to share of your information with anyone.",823.162,826.502,1,
4,129,129,We will keep everything confidential.,We will keep everything confidential.,826.556,828.466,1,
4,130,130,We just want to use this for our.,We just want to use this for our.,828.578,829.86,1,
5,0,0,Okay.,Okay.,0.65,0.958,0,Laura Mackay
5,1,1,I'm Laura Mackay.,I'm Laura Mackay.,1.044,2.122,0,Laura Mackay
5,2,2,I'm from Claire Creek ISD I'm the coordinator of innovative Programs.,I'm from Claire Creek ISD I'm the coordinator of innovative Programs.,2.186,6.234,0,Laura Mackay
5,3,3,They just gave me a new title.,They just gave me a new title.,6.282,7.834,0,Laura Mackay
5,4,4,I've done competition robotics now probably for ten years.,I've done competition robotics now probably for ten years.,7.962,11.182,0,Laura Mackay
5,5,5,"And then last year was when Claire Creek started the pilot program called the RCC, where we implemented Vex one, two, three, Vex Go and Vex IQ for pre K through fifth grade.","And then last year was when Claire Creek started the pilot program called the RCC, where we implemented Vex one, two, three, Vex Go and Vex IQ for pre K through fifth grade.",11.236,21.642,0,Laura Mackay
5,6,6,"So on the competition side, we've use the Vex IQ coding.","So on the competition side, we've use the Vex IQ coding.",21.786,26.77,0,Laura Mackay
5,7,7,And then now we are using both the Vex Go and the Vex IQ coding pieces.,And then now we are using both the Vex Go and the Vex IQ coding pieces.,26.85,33.618,0,Laura Mackay
5,8,8,"And we do one, two, three.","And we do one, two, three.",33.714,35.686,0,Laura Mackay
5,9,9,"And we have just started coding one, two, three with our laptops with second graders, like, within the past six weeks.","And we have just started coding one, two, three with our laptops with second graders, like, within the past six weeks.",35.788,43.45,0,Laura Mackay
5,10,10,So that is my experience with the coding piece of Vex.,So that is my experience with the coding piece of Vex.,43.52,48.25,0,Laura Mackay
5,11,11,"All right, next question.","All right, next question.",51.15,52.458,1,JM
5,12,12,Thank you for information about yourself.,Thank you for information about yourself.,52.544,54.09,1,JM
5,13,13,We really appreciate that.,We really appreciate that.,54.16,55.534,1,JM
5,14,14,What are your goals with Stem or computer science education?,What are your goals with Stem or computer science education?,55.652,59.022,1,JM
5,15,15,"Again, if you're just getting started with Vex or you've been doing Vex for a while, you want to continue your program, you want to expand what you do with your program.","Again, if you're just getting started with Vex or you've been doing Vex for a while, you want to continue your program, you want to expand what you do with your program.",59.156,67.474,1,JM
5,16,16,Maybe you're in the classroom.,Maybe you're in the classroom.,67.592,68.782,1,JM
5,17,17,"You want to go to competitions, maybe competitions.","You want to go to competitions, maybe competitions.",68.846,71.278,1,JM
5,18,18,You want to go back in the classroom.,You want to go back in the classroom.,71.294,72.718,1,JM
5,19,19,"Or maybe you're just thinking about implementing Stem, and you want to implement it.","Or maybe you're just thinking about implementing Stem, and you want to implement it.",72.814,76.642,1,JM
5,20,20,You want to implement Stem effects.,You want to implement Stem effects.,76.696,78.49,1,JM
5,21,21,Tell us what your goals are with Stem education.,Tell us what your goals are with Stem education.,78.59,81.64,1,JM
5,22,22,So my goals with Stem education is I want robotics for all.,So my goals with Stem education is I want robotics for all.,82.41,86.63,0,Laura Mackay
5,23,23,"I believe in the competition piece, but I could only reach 15 kids at a time.","I believe in the competition piece, but I could only reach 15 kids at a time.",86.7,92.074,0,Laura Mackay
5,24,24,"And so what I like with One, Two, Three, Go, and now IQ is that I'm trying to get all students 100% K through five having some kind of robotics experience during the school day, not after school.","And so what I like with One, Two, Three, Go, and now IQ is that I'm trying to get all students 100% K through five having some kind of robotics experience during the school day, not after school.",92.192,105.374,0,Laura Mackay
5,25,25,And so we've been successful with that.,And so we've been successful with that.,105.492,107.68,0,Laura Mackay
5,26,26,It's just finding time and finding the resources to pay for the robotics kits to keep rolling it out to more schools.,It's just finding time and finding the resources to pay for the robotics kits to keep rolling it out to more schools.,108.93,117.11,0,Laura Mackay
5,27,27,"So right now, we're in three schools, and more schools want to participate.","So right now, we're in three schools, and more schools want to participate.",117.13,120.654,0,Laura Mackay
5,28,28,So now it's just a funding.,So now it's just a funding.,120.702,122.078,0,Laura Mackay
5,29,29,"But yes, if my goal is every kid in elementary school K through five would have some kind of robot experience a couple of times a year to get them comfortable with building and coding.","But yes, if my goal is every kid in elementary school K through five would have some kind of robot experience a couple of times a year to get them comfortable with building and coding.",122.174,131.75,0,Laura Mackay
5,30,30,"Okay, great.","Okay, great.",133.13,133.91,1,JM
5,31,31,"Now that we know what your goals are with Stem education, tell us what you feel some of the impediments might be.","Now that we know what your goals are with Stem education, tell us what you feel some of the impediments might be.",133.98,139.734,1,JM
5,32,32,What is in the way of you achieving your goals in Stem education?,What is in the way of you achieving your goals in Stem education?,139.852,143.514,1,JM
5,33,33,Is it teacher training?,Is it teacher training?,143.632,145.338,1,JM
5,34,34,Do you need more professional development?,Do you need more professional development?,145.424,147.494,1,JM
5,35,35,"You need to learn more about something like Python coding, or you want to be better at engineering?","You need to learn more about something like Python coding, or you want to be better at engineering?",147.542,152.742,1,JM
5,36,36,"What is it that you feel if you learned or did or you receive professional development on, or if we create a resource for you could really take what you are doing.","What is it that you feel if you learned or did or you receive professional development on, or if we create a resource for you could really take what you are doing.",152.886,162.32,1,JM
5,37,37,So the biggest impediment is money for resources for robotics is one piece.,So the biggest impediment is money for resources for robotics is one piece.,164.37,169.38,0,Laura Mackay
5,38,38,"As I was sitting here listing in a session, I don't know if you know what scratch cards are.","As I was sitting here listing in a session, I don't know if you know what scratch cards are.",169.75,174.322,0,Laura Mackay
5,39,39,"We use them with the MIT Scratch program, and they're cards kids can go get when they run into a problem, and it tells them how to do it.","We use them with the MIT Scratch program, and they're cards kids can go get when they run into a problem, and it tells them how to do it.",174.376,182.502,0,Laura Mackay
5,40,40,"And so I'm looking at the LMS course, the person designed, where you could do maybe the bumpers, and you have to go through this LMS course.","And so I'm looking at the LMS course, the person designed, where you could do maybe the bumpers, and you have to go through this LMS course.",182.636,190.086,0,Laura Mackay
5,41,41,"But I like the idea of a physical card that our kids could go pick up, and it would tell us, this is how you code a bumper, or this is how you code a sensor.","But I like the idea of a physical card that our kids could go pick up, and it would tell us, this is how you code a bumper, or this is how you code a sensor.",190.188,198.694,0,Laura Mackay
5,42,42,And it's right there.,And it's right there.,198.742,199.546,0,Laura Mackay
5,43,43,A teacher doesn't really have to interact too much.,A teacher doesn't really have to interact too much.,199.568,201.774,0,Laura Mackay
5,44,44,They physically get something coded and be done.,They physically get something coded and be done.,201.892,204.094,0,Laura Mackay
5,45,45,So those scratch parts have been awesome.,So those scratch parts have been awesome.,204.132,206.08,0,Laura Mackay
5,46,46,I need help on knowing the competition upgrade kit.,I need help on knowing the competition upgrade kit.,208.53,212.682,0,Laura Mackay
5,47,47,"There are several parts in there I have no clue how to use, nor how to teach them to our children.","There are several parts in there I have no clue how to use, nor how to teach them to our children.",212.746,217.778,0,Laura Mackay
5,48,48,And I haven't seen videos yet on how to do that.,And I haven't seen videos yet on how to do that.,217.864,220.642,0,Laura Mackay
5,49,49,"And I would also like to be that in person, not just watch a video, but actually physically go through that with someone.","And I would also like to be that in person, not just watch a video, but actually physically go through that with someone.",220.776,226.514,0,Laura Mackay
5,50,50,"And I do think the videos are super helpful, but I also think my teachers are learning better when they're face to face with someone who's actually walking them through hands on.","And I do think the videos are super helpful, but I also think my teachers are learning better when they're face to face with someone who's actually walking them through hands on.",226.712,235.99,0,Laura Mackay
5,51,51,"And so that's been a challenge, trying to find time to do that and trying to find people who can do that, basically almost on demand.","And so that's been a challenge, trying to find time to do that and trying to find people who can do that, basically almost on demand.",236.14,250.41,0,Laura Mackay
5,52,52,"Okay, this question is kind of related to the question I just asked.","Okay, this question is kind of related to the question I just asked.",252.45,256.062,1,JM
5,53,53,"If you could change one thing about either Vex or your Stem implementation, what would make your life easier as an educator, what could we provide for you that could really make what you're doing with them a lot easier than what you are currently doing right now?","If you could change one thing about either Vex or your Stem implementation, what would make your life easier as an educator, what could we provide for you that could really make what you're doing with them a lot easier than what you are currently doing right now?",256.196,272.722,1,JM
5,54,54,"Let us know that, please.","Let us know that, please.",272.856,274.242,1,JM
5,55,55,We would love to be able to provide that.,We would love to be able to provide that.,274.296,276.12,1,JM
5,56,56,"Honestly, I think you provide a ton of support.","Honestly, I think you provide a ton of support.",277.69,281.334,0,Laura Mackay
5,57,57,"So I think that's sort of a hard question because anything I need, a lot of it's already been created.","So I think that's sort of a hard question because anything I need, a lot of it's already been created.",281.452,287.41,0,Laura Mackay
5,58,58,"So I guess I'm really looking for, specifically in Texas, ways to integrate to content.","So I guess I'm really looking for, specifically in Texas, ways to integrate to content.",287.57,295.258,0,Laura Mackay
5,59,59,"So you know that about me, and that would make my life easier if some of those things were already highlighted.","So you know that about me, and that would make my life easier if some of those things were already highlighted.",295.344,301.782,0,Laura Mackay
